"Story","Title","Result","Date","Stability","Duration (s)"
"Registro de personal","registro de usuario","ERROR","2024-06-04T15:22:59.5957257-05:00[America/Bogota]","0.0","0.43"
"Registro de personal","registro de usuario","FAILURE","2024-06-05T09:55:42.9945207-05:00[America/Bogota]","0.0","30.64"
